Name,Typing,Size,Abilities,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total Base Stats
Emolga,"ELECTRIC,FLYING","0.4 m, 5 kg","Static,Motor Drive",55,75,60,75,60,103,428
Karrablast,BUG,"0.5 m, 5.9 kg","Swarm,Shed Skin,No Guard",50,75,45,40,45,60,315
Escavalier,"BUG,STEEL","1 m, 33 kg","Swarm,Shell Armor,Overcoat",70,135,105,60,105,20,495
Foongus,"GRASS,POISON","0.2 m, 1 kg","Effect Spore,Regenerator",69,55,45,55,55,15,294
Amoonguss,"GRASS,POISON","0.6 m, 10.5 kg","Effect Spore,Regenerator",114,85,70,85,80,30,464
Frillish,"WATER,GHOST","1.2 m, 33 kg","Water Absorb,Cursed Body,Damp",55,40,50,65,85,40,335
Jellicent,"WATER,GHOST","2.2 m, 135 kg","Water Absorb,Cursed Body,Damp",100,60,70,85,105,60,480
Alomomola,WATER,"1.2 m, 31.6 kg","Healer,Hydration,Regenerator",165,75,80,40,45,65,470
Joltik,"BUG,ELECTRIC","0.1 m, 0.6 kg","Compound Eyes,Unnerve,Swarm",50,47,50,57,50,65,319
Galvantula,"BUG,ELECTRIC","0.8 m, 14.3 kg","Compound Eyes,Unnerve,Swarm",70,77,60,97,60,108,472
Ferroseed,"GRASS,STEEL","0.6 m, 18.8 kg",Iron Barbs,44,50,91,24,86,10,305
Ferrothorn,"GRASS,STEEL","1 m, 110 kg","Iron Barbs,Anticipation",74,94,131,54,116,20,489
Klink,STEEL,"0.3 m, 21 kg","Plus,Minus,Clear Body",40,55,70,45,60,30,300
Klang,STEEL,"0.6 m, 51 kg","Plus,Minus,Clear Body",60,80,95,70,85,50,440
Klinklang,STEEL,"0.6 m, 81 kg","Plus,Minus,Clear Body",60,100,115,70,85,90,520
Tynamo,ELECTRIC,"0.2 m, 0.3 kg",Levitate,35,55,40,45,40,60,275
Eelektrik,ELECTRIC,"1.2 m, 22 kg",Levitate,65,85,70,75,70,40,405
Eelektross,ELECTRIC,"2.1 m, 80.5 kg",Levitate,85,115,80,105,80,50,515
Elgyem,PSYCHIC,"0.5 m, 9 kg","Telepathy,Synchronize,Analytic",55,55,55,85,55,30,335
Beheeyem,PSYCHIC,"1 m, 34.5 kg","Telepathy,Synchronize,Analytic",75,75,75,125,95,40,485
Litwick,"GHOST,FIRE","0.3 m, 3.1 kg","Flash Fire,Flame Body,Infiltrator",50,30,55,65,55,20,275
Lampent,"GHOST,FIRE","0.6 m, 13 kg","Flash Fire,Flame Body,Infiltrator",60,40,60,95,60,55,370
Chandelure,"GHOST,FIRE","1 m, 34.3 kg","Flash Fire,Flame Body,Infiltrator",60,55,90,145,90,80,520
Axew,DRAGON,"0.6 m, 18 kg","Rivalry,Mold Breaker,Unnerve",46,87,60,30,40,57,320
Fraxure,DRAGON,"1 m, 36 kg","Rivalry,Mold Breaker,Unnerve",66,117,70,40,50,67,410
Haxorus,DRAGON,"1.8 m, 105.5 kg","Rivalry,Mold Breaker,Unnerve",76,147,90,60,70,97,540
Cubchoo,ICE,"0.5 m, 8.5 kg","Snow Cloak,Slush Rush,Rattled",55,70,40,60,40,40,305
Beartic,ICE,"2.6 m, 260 kg","Snow Cloak,Slush Rush,Swift Swim",95,130,80,70,80,50,505
Cryogonal,ICE,"1.1 m, 148 kg",Levitate,80,50,50,95,135,105,515
Shelmet,BUG,"0.4 m, 7.7 kg","Hydration,Shell Armor,Overcoat",50,40,85,40,65,25,305
Accelgor,BUG,"0.8 m, 25.3 kg","Hydration,Sticky Hold,Unburden",80,70,40,100,60,145,495
Stunfisk,"GROUND,ELECTRIC","0.7 m, 11 kg","Static,Limber,Sand Veil",109,66,84,81,99,32,471
Stunfisk-Galar,"GROUND,STEEL","0.7 m, 20.5 kg",Mimicry,109,81,99,66,84,32,471
Mienfoo,FIGHTING,"0.9 m, 20 kg","Inner Focus,Regenerator,Reckless",45,85,50,55,50,65,350
Mienshao,FIGHTING,"1.4 m, 35.5 kg","Inner Focus,Regenerator,Reckless",65,125,60,95,60,105,510
Druddigon,DRAGON,"1.6 m, 139 kg","Rough Skin,Sheer Force,Mold Breaker",77,120,90,60,90,48,485
Golett,"GROUND,GHOST","1 m, 92 kg","Iron Fist,Klutz,No Guard",59,74,50,35,50,35,303
Golurk,"GROUND,GHOST","2.8 m, 330 kg","Iron Fist,Klutz,No Guard",89,124,80,55,80,55,483
Pawniard,"DARK,STEEL","0.5 m, 10.2 kg","Defiant,Inner Focus,Pressure",45,85,70,40,40,60,340
Bisharp,"DARK,STEEL","1.6 m, 70 kg","Defiant,Inner Focus,Pressure",65,125,100,60,70,70,490
Bouffalant,NORMAL,"1.6 m, 94.6 kg","Reckless,Sap Sipper,Soundproof",95,110,95,40,95,55,490
Rufflet,"NORMAL,FLYING","0.5 m, 10.5 kg","Keen Eye,Sheer Force,Hustle",70,83,50,37,50,60,350
Braviary,"NORMAL,FLYING","1.5 m, 41 kg","Keen Eye,Sheer Force,Defiant",100,123,75,57,75,80,510
Vullaby,"DARK,FLYING","0.5 m, 9 kg","Big Pecks,Overcoat,Weak Armor",70,55,75,45,65,60,370
Mandibuzz,"DARK,FLYING","1.2 m, 39.5 kg","Big Pecks,Overcoat,Weak Armor",110,65,105,55,95,80,510
Heatmor,FIRE,"1.4 m, 58 kg","Gluttony,Flash Fire,White Smoke",85,97,66,105,66,65,484
Durant,"BUG,STEEL","0.3 m, 33 kg","Swarm,Hustle,Truant",58,109,112,48,48,109,484
Deino,"DARK,DRAGON","0.8 m, 17.3 kg",Hustle,52,65,50,45,50,38,300
Zweilous,"DARK,DRAGON","1.4 m, 50 kg",Hustle,72,85,70,65,70,58,420
Hydreigon,"DARK,DRAGON","1.8 m, 160 kg",Levitate,92,105,90,125,90,98,600
Larvesta,"BUG,FIRE","1.1 m, 28.8 kg","Flame Body,Swarm",55,85,55,50,55,60,360
Volcarona,"BUG,FIRE","1.6 m, 46 kg","Flame Body,Swarm",85,60,65,135,105,100,550
Cobalion,"STEEL,FIGHTING","2.1 m, 250 kg",Justified,91,90,129,90,72,108,580
Terrakion,"ROCK,FIGHTING","1.9 m, 260 kg",Justified,91,129,90,72,90,108,580
Virizion,"GRASS,FIGHTING","2 m, 200 kg",Justified,91,90,72,90,129,108,580
Tornadus,FLYING,"1.5 m, 63 kg","Prankster,Defiant",79,115,70,125,80,111,580
Tornadus-Therian,FLYING,"1.4 m, 63 kg",Regenerator,79,100,80,110,90,121,580
Thundurus,"ELECTRIC,FLYING","1.5 m, 61 kg","Prankster,Defiant",79,115,70,125,80,111,580
Thundurus-Therian,"ELECTRIC,FLYING","3 m, 61 kg",Volt Absorb,79,105,70,145,80,101,580
Reshiram,"DRAGON,FIRE","3.2 m, 330 kg",Turboblaze,100,120,100,150,120,90,680
Zekrom,"DRAGON,ELECTRIC","2.9 m, 345 kg",Teravolt,100,150,120,120,100,90,680
Landorus,"GROUND,FLYING","1.5 m, 68 kg","Sand Force,Sheer Force",89,125,90,115,80,101,600
Landorus-Therian,"GROUND,FLYING","1.3 m, 68 kg",Intimidate,89,145,90,105,80,91,600
Kyurem,"DRAGON,ICE","3 m, 325 kg",Pressure,125,130,90,130,90,95,660
Kyurem-Black,"DRAGON,ICE","3.3 m, 325 kg",Teravolt,125,170,100,120,90,95,700
Kyurem-White,"DRAGON,ICE","3.6 m, 325 kg",Turboblaze,125,120,90,170,100,95,700
Keldeo,"WATER,FIGHTING","1.4 m, 48.5 kg",Justified,91,72,90,129,90,108,580
Keldeo-Resolute,"WATER,FIGHTING","1.4 m, 48.5 kg",Justified,91,72,90,129,90,108,580
Meloetta,"NORMAL,PSYCHIC","0.6 m, 6.5 kg",Serene Grace,100,77,77,128,128,90,600
Meloetta-Pirouette,"NORMAL,FIGHTING","0.6 m, 6.5 kg",Serene Grace,100,128,90,77,77,128,600
Genesect,"BUG,STEEL","1.5 m, 82.5 kg",Download,71,120,95,120,95,99,600
Genesect-Douse,"BUG,STEEL","1.5 m, 82.5 kg",Download,71,120,95,120,95,99,600
Genesect-Shock,"BUG,STEEL","1.5 m, 82.5 kg",Download,71,120,95,120,95,99,600
Genesect-Burn,"BUG,STEEL","1.5 m, 82.5 kg",Download,71,120,95,120,95,99,600
Genesect-Chill,"BUG,STEEL","1.5 m, 82.5 kg",Download,71,120,95,120,95,99,600
Chespin,GRASS,"0.4 m, 9 kg","Overgrow,Bulletproof",56,61,65,48,45,38,313
Quilladin,GRASS,"0.7 m, 29 kg","Overgrow,Bulletproof",61,78,95,56,58,57,405
Chesnaught,"GRASS,FIGHTING","1.6 m, 90 kg","Overgrow,Bulletproof",88,107,122,74,75,64,530
Fennekin,FIRE,"0.4 m, 9.4 kg","Blaze,Magician",40,45,40,62,60,60,307
Braixen,FIRE,"1 m, 14.5 kg","Blaze,Magician",59,59,58,90,70,73,409
Delphox,"FIRE,PSYCHIC","1.5 m, 39 kg","Blaze,Magician",75,69,72,114,100,104,534
Froakie,WATER,"0.3 m, 7 kg","Torrent,Protean",41,56,40,62,44,71,314
Frogadier,WATER,"0.6 m, 10.9 kg","Torrent,Protean",54,63,52,83,56,97,405
Greninja,"WATER,DARK","1.5 m, 40 kg","Torrent,Protean,Battle Bond (special)",72,95,67,103,71,122,530
Greninja-Ash,"WATER,DARK","1.5 m, 40 kg",Battle Bond,72,145,67,153,71,132,640
Bunnelby,NORMAL,"0.4 m, 5 kg","Pickup,Cheek Pouch,Huge Power",38,36,38,32,36,57,237
Diggersby,"NORMAL,GROUND","1 m, 42.4 kg","Pickup,Cheek Pouch,Huge Power",85,56,77,50,77,78,423
Fletchling,"NORMAL,FLYING","0.3 m, 1.7 kg","Big Pecks,Gale Wings",45,50,43,40,38,62,278
Fletchinder,"FIRE,FLYING","0.7 m, 16 kg","Flame Body,Gale Wings",62,73,55,56,52,84,382
Talonflame,"FIRE,FLYING","1.2 m, 24.5 kg","Flame Body,Gale Wings",78,81,71,74,69,126,499
Scatterbug,BUG,"0.3 m, 2.5 kg","Shield Dust,Compound Eyes,Friend Guard",38,35,40,27,25,35,200
Spewpa,BUG,"0.3 m, 8.4 kg","Shed Skin,Friend Guard",45,22,60,27,30,29,213
Vivillon,"BUG,FLYING","1.2 m, 17 kg","Shield Dust,Compound Eyes,Friend Guard",80,52,50,90,50,89,411
Vivillon-Fancy,"BUG,FLYING","1.2 m, 17 kg","Shield Dust,Compound Eyes",80,52,50,90,50,89,411
Vivillon-Pokeball,"BUG,FLYING","1.2 m, 17 kg","Shield Dust,Compound Eyes",80,52,50,90,50,89,411
Litleo,"FIRE,NORMAL","0.6 m, 13.5 kg","Rivalry,Unnerve,Moxie",62,50,58,73,54,72,369
Pyroar,"FIRE,NORMAL","1.5 m, 81.5 kg","Rivalry,Unnerve,Moxie",86,68,72,109,66,106,507
Flabébé,FAIRY,"0.1 m, 0.1 kg","Flower Veil,Symbiosis",44,38,39,61,79,42,303
Floette,FAIRY,"0.2 m, 0.9 kg","Flower Veil,Symbiosis",54,45,47,75,98,52,371
Floette-Eternal,FAIRY,"0.2 m, 0.9 kg",Flower Veil,74,65,67,125,128,92,551
Florges,FAIRY,"1.1 m, 10 kg","Flower Veil,Symbiosis",78,65,68,112,154,75,552
Skiddo,GRASS,"0.9 m, 31 kg","Sap Sipper,Grass Pelt",66,65,48,62,57,52,350
Gogoat,GRASS,"1.7 m, 91 kg","Sap Sipper,Grass Pelt",123,100,62,97,81,68,531
Pancham,FIGHTING,"0.6 m, 8 kg","Iron Fist,Mold Breaker,Scrappy",67,82,62,46,48,43,348
Pangoro,"FIGHTING,DARK","2.1 m, 136 kg","Iron Fist,Mold Breaker,Scrappy",95,124,78,69,71,58,495
Furfrou,NORMAL,"1.2 m, 28 kg",Fur Coat,75,80,60,65,90,102,472
Espurr,PSYCHIC,"0.3 m, 3.5 kg","Keen Eye,Infiltrator,Own Tempo",62,48,54,63,60,68,355
Meowstic,PSYCHIC,"0.6 m, 8.5 kg","Keen Eye,Infiltrator,Prankster",74,48,76,83,81,104,466
Meowstic-F,PSYCHIC,"0.6 m, 8.5 kg","Keen Eye,Infiltrator,Competitive",74,48,76,83,81,104,466
Honedge,"STEEL,GHOST","0.8 m, 2 kg",No Guard,45,80,100,35,37,28,325
Doublade,"STEEL,GHOST","0.8 m, 4.5 kg",No Guard,59,110,150,45,49,35,448
Aegislash,"STEEL,GHOST","1.7 m, 53 kg",Stance Change,60,50,140,50,140,60,500
Aegislash-Blade,"STEEL,GHOST","1.7 m, 53 kg",Stance Change,60,140,50,140,50,60,500
Spritzee,FAIRY,"0.2 m, 0.5 kg","Healer,Aroma Veil",78,52,60,63,65,23,341
Aromatisse,FAIRY,"0.8 m, 15.5 kg","Healer,Aroma Veil",101,72,72,99,89,29,462
Swirlix,FAIRY,"0.4 m, 3.5 kg","Sweet Veil,Unburden",62,48,66,59,57,49,341
Slurpuff,FAIRY,"0.8 m, 5 kg","Sweet Veil,Unburden",82,80,86,85,75,72,480
Inkay,"DARK,PSYCHIC","0.4 m, 3.5 kg","Contrary,Suction Cups,Infiltrator",53,54,53,37,46,45,288
Malamar,"DARK,PSYCHIC","1.5 m, 47 kg","Contrary,Suction Cups,Infiltrator",86,92,88,68,75,73,482
Binacle,"ROCK,WATER","0.5 m, 31 kg","Tough Claws,Sniper,Pickpocket",42,52,67,39,56,50,306
Barbaracle,"ROCK,WATER","1.3 m, 96 kg","Tough Claws,Sniper,Pickpocket",72,105,115,54,86,68,500
Skrelp,"POISON,WATER","0.5 m, 7.3 kg","Poison Point,Poison Touch,Adaptability",50,60,60,60,60,30,320
Dragalge,"POISON,DRAGON","1.8 m, 81.5 kg","Poison Point,Poison Touch,Adaptability",65,75,90,97,123,44,494
Clauncher,WATER,"0.5 m, 8.3 kg",Mega Launcher,50,53,62,58,63,44,330
Clawitzer,WATER,"1.3 m, 35.3 kg",Mega Launcher,71,73,88,120,89,59,500
Helioptile,"ELECTRIC,NORMAL","0.5 m, 6 kg","Dry Skin,Sand Veil,Solar Power",44,38,33,61,43,70,289
Heliolisk,"ELECTRIC,NORMAL","1 m, 21 kg","Dry Skin,Sand Veil,Solar Power",62,55,52,109,94,109,481
Tyrunt,"ROCK,DRAGON","0.8 m, 26 kg","Strong Jaw,Sturdy",58,89,77,45,45,48,362
Tyrantrum,"ROCK,DRAGON","2.5 m, 270 kg","Strong Jaw,Rock Head",82,121,119,69,59,71,521
Amaura,"ROCK,ICE","1.3 m, 25.2 kg","Refrigerate,Snow Warning",77,59,50,67,63,46,362
Aurorus,"ROCK,ICE","2.7 m, 225 kg","Refrigerate,Snow Warning",123,77,72,99,92,58,521
Sylveon,FAIRY,"1 m, 23.5 kg","Cute Charm,Pixilate",95,65,65,110,130,60,525
Hawlucha,"FIGHTING,FLYING","0.8 m, 21.5 kg","Limber,Unburden,Mold Breaker",78,92,75,74,63,118,500
Dedenne,"ELECTRIC,FAIRY","0.2 m, 2.2 kg","Cheek Pouch,Pickup,Plus",67,58,57,81,67,101,431
Carbink,"ROCK,FAIRY","0.3 m, 5.7 kg","Clear Body,Sturdy",50,50,150,50,150,50,500
Goomy,DRAGON,"0.3 m, 2.8 kg","Sap Sipper,Hydration,Gooey",45,50,35,55,75,40,300
Sliggoo,DRAGON,"0.8 m, 17.5 kg","Sap Sipper,Hydration,Gooey",68,75,53,83,113,60,452
Goodra,DRAGON,"2 m, 150.5 kg","Sap Sipper,Hydration,Gooey",90,100,70,110,150,80,600
Klefki,"STEEL,FAIRY","0.2 m, 3 kg","Prankster,Magician",57,80,91,80,87,75,470
Phantump,"GHOST,GRASS","0.4 m, 7 kg","Natural Cure,Frisk,Harvest",43,70,48,50,60,38,309
Trevenant,"GHOST,GRASS","1.5 m, 71 kg","Natural Cure,Frisk,Harvest",85,110,76,65,82,56,474
Pumpkaboo,"GHOST,GRASS","0.4 m, 5 kg","Pickup,Frisk,Insomnia",49,66,70,44,55,51,335
Pumpkaboo-Small,"GHOST,GRASS","0.3 m, 3.5 kg","Pickup,Frisk,Insomnia",44,66,70,44,55,56,335
Pumpkaboo-Large,"GHOST,GRASS","0.5 m, 7.5 kg","Pickup,Frisk,Insomnia",54,66,70,44,55,46,335
Pumpkaboo-Super,"GHOST,GRASS","0.8 m, 15 kg","Pickup,Frisk,Insomnia",59,66,70,44,55,41,335
Gourgeist,"GHOST,GRASS","0.9 m, 12.5 kg","Pickup,Frisk,Insomnia",65,90,122,58,75,84,494
Gourgeist-Small,"GHOST,GRASS","0.7 m, 9.5 kg","Pickup,Frisk,Insomnia",55,85,122,58,75,99,494
Gourgeist-Large,"GHOST,GRASS","1.1 m, 14 kg","Pickup,Frisk,Insomnia",75,95,122,58,75,69,494
Gourgeist-Super,"GHOST,GRASS","1.7 m, 39 kg","Pickup,Frisk,Insomnia",85,100,122,58,75,54,494
Bergmite,ICE,"1 m, 99.5 kg","Own Tempo,Ice Body,Sturdy",55,69,85,32,35,28,304
Avalugg,ICE,"2 m, 505 kg","Own Tempo,Ice Body,Sturdy",95,117,184,44,46,28,514
Noibat,"FLYING,DRAGON","0.5 m, 8 kg","Frisk,Infiltrator,Telepathy",40,30,35,45,40,55,245
Noivern,"FLYING,DRAGON","1.5 m, 85 kg","Frisk,Infiltrator,Telepathy",85,70,80,97,80,123,535
Xerneas,FAIRY,"3 m, 215 kg",Fairy Aura,126,131,95,131,98,99,680
Xerneas-Neutral,FAIRY,"3 m, 215 kg",Fairy Aura,126,131,95,131,98,99,680
Yveltal,"DARK,FLYING","5.8 m, 203 kg",Dark Aura,126,131,95,131,98,99,680
Zygarde,"DRAGON,GROUND","5 m, 305 kg","Aura Break,Power Construct (special)",108,100,121,81,95,95,600
Zygarde-10%,"DRAGON,GROUND","1.2 m, 33.5 kg","Aura Break,Power Construct (special)",54,100,71,61,85,115,486
Zygarde-Complete,"DRAGON,GROUND","4.5 m, 610 kg",Power Construct,216,100,121,91,95,85,708
Diancie,"ROCK,FAIRY","0.7 m, 8.8 kg",Clear Body,50,100,150,100,150,50,600
Diancie-Mega,"ROCK,FAIRY","1.1 m, 27.8 kg",Magic Bounce,50,160,110,160,110,110,700
Hoopa,"PSYCHIC,GHOST","0.5 m, 9 kg",Magician,80,110,60,150,130,70,600
Hoopa-Unbound,"PSYCHIC,DARK","6.5 m, 490 kg",Magician,80,160,60,170,130,80,680
Volcanion,"FIRE,WATER","1.7 m, 195 kg",Water Absorb,80,110,120,130,90,70,600
Rowlet,"GRASS,FLYING","0.3 m, 1.5 kg","Overgrow,Long Reach",68,55,55,50,50,42,320
Dartrix,"GRASS,FLYING","0.7 m, 16 kg","Overgrow,Long Reach",78,75,75,70,70,52,420
Decidueye,"GRASS,GHOST","1.6 m, 36.6 kg","Overgrow,Long Reach",78,107,75,100,100,70,530
Litten,FIRE,"0.4 m, 4.3 kg","Blaze,Intimidate",45,65,40,60,40,70,320
Torracat,FIRE,"0.7 m, 25 kg","Blaze,Intimidate",65,85,50,80,50,90,420
Incineroar,"FIRE,DARK","1.8 m, 83 kg","Blaze,Intimidate",95,115,90,80,90,60,530
Popplio,WATER,"0.4 m, 7.5 kg","Torrent,Liquid Voice",50,54,54,66,56,40,320
Brionne,WATER,"0.6 m, 17.5 kg","Torrent,Liquid Voice",60,69,69,91,81,50,420
Primarina,"WATER,FAIRY","1.8 m, 44 kg","Torrent,Liquid Voice",80,74,74,126,116,60,530
Pikipek,"NORMAL,FLYING","0.3 m, 1.2 kg","Keen Eye,Skill Link,Pickup",35,75,30,30,30,65,265
Trumbeak,"NORMAL,FLYING","0.6 m, 14.8 kg","Keen Eye,Skill Link,Pickup",55,85,50,40,50,75,355
Toucannon,"NORMAL,FLYING","1.1 m, 26 kg","Keen Eye,Skill Link,Sheer Force",80,120,75,75,75,60,485
Yungoos,NORMAL,"0.4 m, 6 kg","Stakeout,Strong Jaw,Adaptability",48,70,30,30,30,45,253
Gumshoos,NORMAL,"0.7 m, 14.2 kg","Stakeout,Strong Jaw,Adaptability",88,110,60,55,60,45,418
Gumshoos-Totem,NORMAL,"1.4 m, 60 kg",Adaptability,88,110,60,55,60,45,418
Grubbin,BUG,"0.4 m, 4.4 kg",Swarm,47,62,45,55,45,46,300
Charjabug,"BUG,ELECTRIC","0.5 m, 10.5 kg",Battery,57,82,95,55,75,36,400
Vikavolt,"BUG,ELECTRIC","1.5 m, 45 kg",Levitate,77,70,90,145,75,43,500
Vikavolt-Totem,"BUG,ELECTRIC","2.6 m, 147.5 kg",Levitate,77,70,90,145,75,43,500
Crabrawler,FIGHTING,"0.6 m, 7 kg","Hyper Cutter,Iron Fist,Anger Point",47,82,57,42,47,63,338
Crabominable,"FIGHTING,ICE","1.7 m, 180 kg","Hyper Cutter,Iron Fist,Anger Point",97,132,77,62,67,43,478
Oricorio,"FIRE,FLYING","0.6 m, 3.4 kg",Dancer,75,70,70,98,70,93,476
Oricorio-Pom-Pom,"ELECTRIC,FLYING","0.6 m, 3.4 kg",Dancer,75,70,70,98,70,93,476
Oricorio-Pa'u,"PSYCHIC,FLYING","0.6 m, 3.4 kg",Dancer,75,70,70,98,70,93,476
Oricorio-Sensu,"GHOST,FLYING","0.6 m, 3.4 kg",Dancer,75,70,70,98,70,93,476
Cutiefly,"BUG,FAIRY","0.1 m, 0.2 kg","Honey Gather,Shield Dust,Sweet Veil",40,45,40,55,40,84,304
Ribombee,"BUG,FAIRY","0.2 m, 0.5 kg","Honey Gather,Shield Dust,Sweet Veil",60,55,60,95,70,124,464
Ribombee-Totem,"BUG,FAIRY","0.4 m, 2 kg",Sweet Veil,60,55,60,95,70,124,464
Rockruff,ROCK,"0.5 m, 9.2 kg","Keen Eye,Vital Spirit,Steadfast,Own Tempo (special)",45,65,40,30,40,60,280
Lycanroc,ROCK,"0.8 m, 25 kg","Keen Eye,Sand Rush,Steadfast",75,115,65,55,65,112,487
Lycanroc-Midnight,ROCK,"1.1 m, 25 kg","Keen Eye,Vital Spirit,No Guard",85,115,75,55,75,82,487
Lycanroc-Dusk,ROCK,"0.8 m, 25 kg",Tough Claws,75,117,65,55,65,110,487
Wishiwashi,WATER,"0.2 m, 0.3 kg",Schooling,45,20,20,25,25,40,175
Wishiwashi-School,WATER,"8.2 m, 78.6 kg",Schooling,45,140,130,140,135,30,620
Mareanie,"POISON,WATER","0.4 m, 8 kg","Merciless,Limber,Regenerator",50,53,62,43,52,45,305
Toxapex,"POISON,WATER","0.7 m, 14.5 kg","Merciless,Limber,Regenerator",50,63,152,53,142,35,495
Mudbray,GROUND,"1 m, 110 kg","Own Tempo,Stamina,Inner Focus",70,100,70,45,55,45,385
Mudsdale,GROUND,"2.5 m, 920 kg","Own Tempo,Stamina,Inner Focus",100,125,100,55,85,35,500
Dewpider,"WATER,BUG","0.3 m, 4 kg","Water Bubble,Water Absorb",38,40,52,40,72,27,269
Araquanid,"WATER,BUG","1.8 m, 82 kg","Water Bubble,Water Absorb",68,70,92,50,132,42,454
Araquanid-Totem,"WATER,BUG","3.1 m, 217.5 kg",Water Bubble,68,70,92,50,132,42,454
Fomantis,GRASS,"0.3 m, 1.5 kg","Leaf Guard,Contrary",40,55,35,50,35,35,250
Lurantis,GRASS,"0.9 m, 18.5 kg","Leaf Guard,Contrary",70,105,90,80,90,45,480
Lurantis-Totem,GRASS,"1.5 m, 58 kg",Leaf Guard,70,105,90,80,90,45,480
Morelull,"GRASS,FAIRY","0.2 m, 1.5 kg","Illuminate,Effect Spore,Rain Dish",40,35,55,65,75,15,285
Shiinotic,"GRASS,FAIRY","1 m, 11.5 kg","Illuminate,Effect Spore,Rain Dish",60,45,80,90,100,30,405
Salandit,"POISON,FIRE","0.6 m, 4.8 kg","Corrosion,Oblivious",48,44,40,71,40,77,320
Salazzle,"POISON,FIRE","1.2 m, 22.2 kg","Corrosion,Oblivious",68,64,60,111,60,117,480
Salazzle-Totem,"POISON,FIRE","2.1 m, 81 kg",Corrosion,68,64,60,111,60,117,480
Stufful,"NORMAL,FIGHTING","0.5 m, 6.8 kg","Fluffy,Klutz,Cute Charm",70,75,50,45,50,50,340
Bewear,"NORMAL,FIGHTING","2.1 m, 135 kg","Fluffy,Klutz,Unnerve",120,125,80,55,60,60,500
Bounsweet,GRASS,"0.3 m, 3.2 kg","Leaf Guard,Oblivious,Sweet Veil",42,30,38,30,38,32,210
Steenee,GRASS,"0.7 m, 8.2 kg","Leaf Guard,Oblivious,Sweet Veil",52,40,48,40,48,62,290
Tsareena,GRASS,"1.2 m, 21.4 kg","Leaf Guard,Queenly Majesty,Sweet Veil",72,120,98,50,98,72,510
Comfey,FAIRY,"0.1 m, 0.3 kg","Flower Veil,Triage,Natural Cure",51,52,90,82,110,100,485
Oranguru,"NORMAL,PSYCHIC","1.5 m, 76 kg","Inner Focus,Telepathy,Symbiosis",90,60,80,90,110,60,490
Passimian,FIGHTING,"2 m, 82.8 kg","Receiver,Defiant",100,120,90,40,60,80,490
Wimpod,"BUG,WATER","0.5 m, 12 kg",Wimp Out,25,35,40,20,30,80,230
Golisopod,"BUG,WATER","2 m, 108 kg",Emergency Exit,75,125,140,60,90,40,530
Sandygast,"GHOST,GROUND","0.5 m, 70 kg","Water Compaction,Sand Veil",55,55,80,70,45,15,320
Palossand,"GHOST,GROUND","1.3 m, 250 kg","Water Compaction,Sand Veil",85,75,110,100,75,35,480
Pyukumuku,WATER,"0.3 m, 1.2 kg","Innards Out,Unaware",55,60,130,30,130,5,410
Type: Null,NORMAL,"1.9 m, 120.5 kg",Battle Armor,95,95,95,95,95,59,534
Silvally,NORMAL,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Bug,BUG,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Dark,DARK,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Dragon,DRAGON,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Electric,ELECTRIC,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Fairy,FAIRY,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Fighting,FIGHTING,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Fire,FIRE,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Flying,FLYING,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Ghost,GHOST,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Grass,GRASS,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Ground,GROUND,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Ice,ICE,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Poison,POISON,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Psychic,PSYCHIC,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Rock,ROCK,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Steel,STEEL,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Silvally-Water,WATER,"2.3 m, 100.5 kg",RKS System,95,95,95,95,95,95,570
Minior,"ROCK,FLYING","0.3 m, 0.3 kg",Shields Down,60,100,60,100,60,120,500
Minior-Meteor,"ROCK,FLYING","0.3 m, 40 kg",Shields Down,60,60,100,60,100,60,440
Komala,NORMAL,"0.4 m, 19.9 kg",Comatose,65,115,65,75,95,65,480
Turtonator,"FIRE,DRAGON","2 m, 212 kg",Shell Armor,60,78,135,91,85,36,485
Togedemaru,"ELECTRIC,STEEL","0.3 m, 3.3 kg","Iron Barbs,Lightning Rod,Sturdy",65,98,63,40,73,96,435
